lr_path,caption
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_126_20231208.png,the image shows the area of land that is surrounded by clouds and a blue sky
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_126_20231210.png,"a satellite image of a region of earth containing a large rocky mountain, a mountain and a valley"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_126_20231220.png,satellite image of a field in the upper left corner of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210228.png,satellite image of a wheat field in oklahoma
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210407.png,a satellite image of a rural area in central china
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210419.png,a satellite image of the desert lands of the southwest u.s.
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210517.png,satellites are used for observing the earth from space hd image of earth satellites image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210527.png,satellite image of land in southern california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210623.png,a satellite image of a farmstead with a house and trees on the horizon
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20210701.png,a satellite image of a farm showing the rows of corn
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211006.png,satellite image of a wheat field in a large corn field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211011.png,a satellite image of a farm field with a few cows
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211014.png,satellite image of farmland in the eastern pacific ocean
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211016.png,the satellite image shows the land and water area of a rural area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211029.png,satellite satellite image of a farm area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211031.png,"satellite image of an agricultural field, dubbed a row of fields"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211105.png,a satellite image of a rural area in color
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211108.png,"satellite image of field, showing field with houses and farm, near san francisco californi"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211110.png,a satellite image of a city and surrounding rural countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211115.png,"a satellite image of a farm with large fields, wheat and corn fields"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211118.png,"sas, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah, utah"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20211125.png,satellite image of farmland with cropland pictured from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220211.png,"satellite image shows the utah valley in a city from space, a satellite image shows a city in a space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220213.png,a satellite image of green fields surrounded by tall grass and grassy trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220221.png,the image is a satellite image of a small town in a county that has an area of flat land surrounded by the swaths of wheat
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220310.png,dfa satellite image of california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220318.png,satellite image of a county in the u.s.
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220320.png,a satellite image of a farm field and a hillside with a crop on it
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220323.png,satellite image of a small farming field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220330.png,"a satellite image of a farm, surrounded by farm fields"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220407.png,"satellite image of a field, with two fields, one green and one brown"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220424.png,"satellite image of wheatfields near saskatchewan, utah"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220427.png,a satellite image of a farmland in rural northern california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220502.png,a satellite image of a farm field in california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220514.png,satellite image of a large area of land with buildings in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220519.png,"aerial image of a rural area in the state of california, with a saskatchewan city in the background"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220601.png,a satellite image of a cropland and countryside with small fields and hills
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20220606.png,a satellite image of an agricultural field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221016.png,"a satellite image of the northwestern part of the state of california, with many farms and hills in the foreground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221024.png,a satellite image of a farmland in northern california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221026.png,a satellite image of the world's largest prairie prairie
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221029.png,satellite image of rural area showing crops and other farmland in the southwest part of the state of oklahoma
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221123.png,satellite image of farm land in the texas panhandle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221130.png,spherical satellite image of a valley in the state of arizona
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20221218.png,a satellite image from spacecraft
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20230122.png,the satellite image shows the landscape and the surrounding buildings
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20230226.png,aerial view of a farmland in texas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20230305.png,a satellite image shows a field with green grass and a small white barn
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20230310.png,it shows a green area with a few grassy areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20230412.png,a satellite image of a farmland showing a small farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20230417.png,a satellite image of the earth showing the countryside of a city in the state of california
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231004.png,a satellite image of farmland in a typical pacific northwest farm
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231006.png,a satellite image shows an area of farmland with wheat fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231011.png,"as a satellite image, the image shows the land between fields and grassland, and shows areas with crops in the middle"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231019.png,satellite image shows an area surrounded by a large area of farmland and grassland
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231024.png,a satellite image of a large field and a large town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231026.png,a satellite image of a farm shows a green field and wheat fields in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231029.png,"it has a greenish, yellowish, and blueish appearance"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231031.png,this satellite image shows a rural landscape with large areas of farmland and grassy fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231105.png,"a satellite image of a wheat field in southern california shows a field with wheat, wheat, corn and wheat crops"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231120.png,"a satellite image shows the land surface, a green field with several crops and a distant mountain"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231205.png,a satellite image shows the land and farmland area with a house in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231208.png,"satellite image of ottawa, canada, as seen from space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231210.png,a satellite image of the countryside shows the countryside from a satellite view of the earth and surrounding water
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_127_20231220.png,a satellite image of the wheatfields in the wheatfields in the upper left of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210228.png,"a satellite image of the city of araneo, southwestern argentina"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210407.png,a satellite image shows the city of kandahar in pakistan
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210419.png,a satellite view of the city of kaduna olympics idaho
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210517.png,"a satellite image of a village surrounded by fields, a satellite image of a village from the sat satellite"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210527.png,a satellite image of a village in india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210623.png,it shows a town of a city and countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20210701.png,osama and afghanistan
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211006.png,a satellite image of a rural town in tibet
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211011.png,a satellite image of a small town in southeastern chile
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211014.png,satellite view of a village in arid regions
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211016.png,"a satellite image shows the town of gharbiyah, in a swath of northern egypt  satellite image of gharbiyah - satellite image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211029.png,this is an example of satellite imagery of an urban area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211031.png,a satellite image shows a city and a town
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211105.png,satellite image of sandy hill town in india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211108.png,as a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211110.png,image: a satellite image of a city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211115.png,view of a city from a satellite
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211118.png,a satellite image of a village in gujarat
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20211125.png,a satellite image of a city with a city and a river
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220211.png,a satellite photo reveals the area of a village in a small village
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220213.png,a satellite image of a town in the province of afghanistan and its surrounding areas
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220221.png,satellite image of a town in india
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220310.png,satellite image of a city in a city surrounded by a green field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220318.png,a city at dusk
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220320.png,a city in a green field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220323.png,it shows the city of córdoba as seen from orbit around a planet
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220330.png,a city view of a small city near the town of feyno
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220407.png,"this satellite image was taken from the spacecraft sarayu, in the arctic region of africa and shows a small town in the northern hemisphere"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220424.png,iranian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian adrian ad
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220427.png,satellite image of a city in syria
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220502.png,it is a satellite image of the equatorial orbit of earth from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220514.png,"a satellite image of a city , showing the buildings and streets from the ground"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220519.png,a satellite image shows a city and a rural landscape
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220601.png,"a satellite image of the rafi village in naranj - satellite image of naranj village in naranj, india"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20220606.png,a satellite image of a small village in south afghanistan
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221016.png,it shows a village in india with the city in the distance and hills in the foreground
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221024.png,a satellite view of a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221026.png,"a satellite image of a village in a country, a city viewed from space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221029.png,"a satellite image of a town in india, showing buildings and a large expanse of green"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221123.png,"a city is seen in the distance, but there are many small villages nearby"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221130.png,satellite image of the city of jangadi
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20221218.png,"chowk, tamil nadu, india"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20230122.png,this satellite image of a village in india shows a village in the southwest of the country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20230226.png,a city with a tarmac road and a few houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20230305.png,"a satellite image of the city of valparaiso, switzerland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20230310.png,a satellite image reveals a village and the surrounding countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20230412.png,"this satellite image shows a city with several buildings and a large group of houses, including a mosque"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20230417.png,a satellite image of the russian city of sham kasanov
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231004.png,it shows a small town or city with some buildings and a green field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231006.png,it shows a small town or city from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231011.png,a satellite image of a village with its surrounding fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231019.png,the satellite image combines data from three different satellite platforms to create an image of the world from space
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231024.png,a satellite image of a town in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231026.png,satellite image of a city in hindi
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231029.png,a satellite image shows a village and a field with some trees and grass
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231031.png,a satellite image shows a small town in india with a few houses
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231105.png,a town or village is seen in the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231120.png,a satellite image of the tahir valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231205.png,"a green field and some buildings, with two houses in the distance"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231208.png,a small town surrounded by mountains and a green valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231210.png,"it is a satellite image of a city, and this city is located in the sahara desert and the surrounding"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_128_20231220.png,"satellite image of gujarat, india, satellite image of gujarat, india, satellite image of gujarat, india"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210228.png,a satellite image of a field with a railway track and a road in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210407.png,a ridge of land divides a valley
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210419.png,satellite image of a field with crops and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210517.png,satellite image of the tuvan border
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210527.png,"a satellite image of the state of idaho , a map of the state of idaho , a map of the state of idaho , a map of the state of idaho, and a map of the country of idaho"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210623.png,as seen from a satellite image of the uyghur region in north korea
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20210701.png,sahel-e-gandhi sahel-e-gandhi is a tv satellite image taken by sahel e-gandhi sahel-e-gandhi
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211006.png,satellite image of a rice field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211011.png,satellite image of a river with a river and a canal
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211014.png,satellite view of river delta in guangxi china
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211016.png,the image has been taken from the satellite earth orbiting the earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211029.png,satellite image of a rural area with some small hills and a small river
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211031.png,as seen from satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211105.png,satellite image of a small pond in a mountain valley of the western asian country of egypt
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211108.png,"it shows a river, mountains and countryside"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211110.png,satellite view of the afghan border
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211115.png,a view of the earth showing a river and a river
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211118.png,it includes a green field and a road that crosses over the field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20211125.png,a zeppelin flies over the land in a very fast and consistent way
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220211.png,a road is in the middle of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220213.png,satellite image of a thai city and rice fields viewed from above a rice field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220221.png,"it consists of a grassy field, a pond, and some buildings"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220310.png,"i see a river, canal, a swath of land and a few buildings in the distance"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220318.png,satellite image of a country with several crooked arteries in the northern part of the image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220320.png,"a satellite image shows the river, a bridge, and several lands"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220323.png,the satellite image shows a view of a country s river and a bridge over a river
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220330.png,satellite view of a farm with a river on the horizon
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220407.png,"a satellite image from earth of the earth's surface showing a hillside, a valley, and mountains"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220424.png,a satellite image of a farm field from earth orbit
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220427.png,a satellite image shows a land surrounded by a river and canal
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220502.png,"this image shows a grassy hillside, with a small river running across the horizon a river runs across the image"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220514.png,"it shows the tarmac road, roadside trees, and grasses in the grassland"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220519.png,"as a satellite image, the image shows the landscape of a small rural area"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220601.png,"a satellite image shows a large portion of the cisco san gadio, a large portion of the cisco-san gadio canal and an old cisco-san gadio canal"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20220606.png,a view of a river and farmland with a bridge
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221016.png,it's an image of a view of a river between two cities in central europe
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221024.png,satellite image of the koice railway in the southern part of the koice metropolitan area
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221026.png,a satellite image of a field with a river and canal is shown in the middle
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221029.png,a satellite image of a field in a crop field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221123.png,it shows the land surface of a large farm field surrounded by farm fields
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221130.png,an aerial view of a lake in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20221218.png,satellite image of a river in pakistan
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20230122.png,"from the cydia a satellite image of the earth's surface, taken from the cydia satellite"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20230226.png,a satellite image shows a green field and a river with a bridge in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20230305.png,the image shows a wide view of the countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20230310.png,satellite photo of mars cyanosphere and earth
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20230412.png,satellite image of a field of rice crops
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20230417.png,satellite photo of ricefields in hong kong
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231004.png,satellite image of a river flowing through a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231006.png,"it shows a road in the middle of a field, and some green fields to the right"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231011.png,satellite image of a lake in a small valley surrounded by hills
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231019.png,aerial image of a canal between the two cities russian and european russia - satellite image of russian europe
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231024.png,"satellite image of river with riverside farmland in the middle of a sand plain in sri lanka, in sri lanka"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231026.png,it shows a river and a hillside in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231029.png,the satellite image shows a river flowing in the countryside with a small hill in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231031.png,a satellite image of a rice field shows the crop land and the road leading to a factory
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231105.png,a satellite image of a rural area and a river running along it
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231120.png,satellite image of a rice field in india with a river flowing through it
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231205.png,satellite images from space show a large area of land in the northern part of pakistan
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231208.png,a satellite image of a land with a forest and a city
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231210.png,it is a satellite image of a farm with buildings and a river running in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_129_20231220.png,it shows a river flowing through a farm field and a forest
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210228.png,it shows a view of a field from above a city street with several houses in the background
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210407.png,image of a populated area from a satellite view
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210419.png,satellite image of land in a desert region
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210517.png,"the image shows a large area of land, with several buildings and some paved streets, as well as some fields and grassy areas"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210527.png,satellite image of a village in pakistan
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210623.png,image taken from a satellite image of a city from a satellite image
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20210701.png,a satellite image of a rural area of the southern states of argentina
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211006.png,satellite image of egypt
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211011.png,it shows the land and sky in the southeastern part of the state
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211014.png,satellite image of an empty field in the middle of a field
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211016.png,satellite image of a town in texas showing a city and a sandpit surrounded by green grass
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211029.png,a satellite image of a farm field showing a blue lake and a small pond
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211031.png,"satellite pictured on the horizon, with blue sky, and green grass"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211105.png,"satellite image of a farm area, surrounded by fields and trees"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211108.png,a satellite image of a field in a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211110.png,"satellite image of a farmland and small lake in sacramento county, california"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211115.png,satellite image of a city and rural countryside
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211118.png,satellite image of a rural area with green fields and a building in the distance
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20211125.png,a satellite image of a small valley in the middle of a desert
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220211.png,"satellite image of a farm in tucson, texas"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220213.png,satellite image of a field with a house and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220221.png,"satellite image of an area of rural land,"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220310.png,a satellite image of a city in the middle of a prairie with grass and trees
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220318.png,"the image shows an area of land with trees, grass and grasses"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220320.png,a satellite image of a farmland area in the southwestern corner of the united states
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220323.png,a satellite image of a farm and a tree and some green vegetation
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220330.png,a satellite image of a country
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220407.png,the image is a satellite image of a rural area that contains fields and farmlands
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220424.png,"a satellite image shows the entire earth from space, allowing satellites to look down on the earth and see the surface of the earth from space"
/home/sushil/ACPS Project/Dataset/3000/Sentinel/SENT4MS_130_20220427.png,a satellite image of a rural area in southern california
